	C_1_tpm	C_2_tpm	C_3_tpm	VS_1_tpm	VS_2_tpm	VS_3_tpm
AL627313.2	0.0	0.0	0.0	0.0	0.0	0.0
AL627389.1	0.0	0.0	0.0	0.261484	0.0	0.13355999999999998
AL627390.1	0.0	0.0	0.0	0.0	0.0	0.0
AL627402.1	0.0	0.0	0.0	0.12795299999999998	0.0	0.0
AL627422.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645474.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645568.2	0.0	0.0	0.0	0.0	0.0	0.0
AL645568.3	0.0	0.0	0.0	0.0	0.0	0.0
AL645608.4	2.0702	1.99783	0.0	0.0	0.0	0.0
AL645638.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645728.2	0.15374300000000002	0.0	0.160116	0.0	0.359767	0.0
AL645733.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645922.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645924.2	0.381305	0.108601	0.0	0.28337399999999996	0.11209200000000001	0.096553
AL645927.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645927.2	0.0	0.0	0.0	0.0	0.0	0.0
AL645929.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645931.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645933.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645935.1	0.0	0.0	0.0	0.041214999999999995	0.0	0.0
AL645935.2	0.288829	0.745082	2.5121200000000004e-07	0.649143	0.674456	0.5406310000000001
AL645936.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645936.2	0.0	0.0	0.0	0.0	0.0	0.0
AL645937.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645937.2	0.0	0.0	0.0	0.0	0.0	0.0
AL645937.3	0.0	0.0	0.0	0.0	0.0	0.0
AL645937.5	0.0	0.0	0.0	0.0	0.0	0.0
AL645939.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645939.2	0.0	0.0	0.0	0.0	0.0	0.0
AL645939.3	0.0	0.0	0.20585599999999998	0.0	0.0	0.0
AL645939.4	0.0	0.0	0.0	0.0	0.0	0.0
AL645941.2	0.0	0.0	0.0	0.0	0.0	0.0
AL645944.1	0.0	0.0	0.0	0.0	0.0	0.0
AL645949.1	0.0	0.0	0.0	1.23623	0.0	0.0
AL645949.2	0.232658	0.0	0.0	0.0	0.0	0.0
AL645998.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662791.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662791.2	0.0	0.0	0.0	0.0	0.0	0.0
AL662791.3	0.0	0.0	0.0	0.0	0.0	0.0
AL662795.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662814.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662824.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662826.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662826.2	0.0	0.0	0.0	0.0	0.0	0.0
AL662828.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662831.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662833.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662842.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662844.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662844.2	0.0	0.0	0.0	0.0	0.0	0.0
AL662847.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662852.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662852.2	0.0	0.0	0.0	0.0	0.0	0.0
AL662852.3	0.0	0.0	0.0	0.0	0.0	0.0
AL662852.4	0.0	0.0	0.0	0.0	0.0	0.0
AL662852.6	0.0	0.0	0.0	0.0	0.0	0.0
AL662857.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662857.2	0.0	0.0	0.0	0.0	0.0	0.0
AL662857.3	0.0	0.0	0.0	0.0	0.0	0.0
AL662857.5	0.0	0.0	0.0	0.0	0.0	0.0
AL662857.6	0.0	0.0	0.0	0.0	0.0	0.0
AL662865.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662869.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662874.1	0.0	0.0	0.0	0.0	0.0	0.0
AL662890.1	0.0	0.0	0.0	0.0	0.0	0.023922799999999998
AL662899.1	0.0	0.0	0.0	0.070145	0.0846279	0.0
AL662899.2	0.0	0.0	0.0	0.0	0.0	0.0
AL662899.3	0.0	0.53166	0.996817	0.8029069999999999	0.0	1.2895
AL663058.1	0.0	0.0	0.0	0.0	0.0	0.0
AL663061.1	0.0	0.0	0.0	0.0	0.0	0.0
AL663061.2	0.0	0.0	0.0	0.0	0.0	0.0
AL663070.1	0.263753	0.30154899999999996	0.0	0.130528	0.0	0.0
AL663074.2	0.0	0.0	0.0	0.0	0.0	0.0
AL663109.1	0.0	0.0	0.0	0.0	0.0	0.0
AL669813.1	0.0	0.0	0.20585599999999998	0.0	0.0	0.0
AL669813.2	0.0	0.0	0.0	0.0	0.0	0.0
AL669818.1	0.0	0.0	0.0	0.0	0.0	0.0
AL669830.1	0.0	0.0	0.0	0.0	0.0	0.0
AL669831.1	2.54041	3.17768	2.34002	2.4846	2.3957599999999997	2.69442
AL669831.3	0.246496	0.46640600000000004	1.09846	0.263318	1.10715	0.464603
AL669831.4	0.7914140000000001	0.909473	2.2204599999999997	0.899859	2.37463	0.7678520000000001
AL669831.6	0.0	0.0	0.0	0.0	0.0	0.0
AL669854.1	0.0	0.0	0.0	0.0	0.0	0.0
AL669918.1	4.8958900000000005	2.28894	3.39735	3.15982	3.9375199999999997	2.85595
AL669942.2	0.0	0.0	0.0	0.0	0.0	0.0
AL669978.1	0.0	0.0	0.0	0.0	0.0	0.0
AL669983.1	0.741306	0.0	0.0	0.0	0.0	0.0
AL670379.1	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.10	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.11	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.12	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.2	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.3	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.4	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.5	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.6	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.7	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.8	0.0	0.0	0.0	0.0	0.0	0.0
AL670379.9	0.0	0.0	0.0	0.0	0.0	0.0
AL671277.1	0.0	0.0	0.0	0.0	0.0	0.0
AL671277.2	0.0	0.0	0.10360499999999999	0.0	0.0	0.0
AL671309.1	0.0	0.0	0.0	0.0	0.0	0.0
AL671561.1	0.0	0.0	0.0	0.0	0.0	0.0
AL671561.2	0.0	0.0	0.0	0.0	0.0	0.0
AL671855.1	0.0	0.0	0.0	0.0	0.0	0.0
AL671862.1	0.0	0.0	0.0	0.0	0.0	0.0
AL671883.1	0.0	0.0	0.0	0.0	0.0	0.0
AL671883.3	0.0	0.0	0.0	0.0	0.0	0.0
AL671986.1	0.0876849	0.49917	0.09148099999999999	0.34766199999999997	0.10317799999999999	0.17765799999999998
AL672043.1	0.0	0.0	0.0	0.0	0.0	0.0
AL672138.1	0.0	0.0	0.0	0.0	0.0	0.0
AL672142.1	0.0	0.0	0.0	0.0	0.0	0.0
AL672167.1	0.0	0.0	0.0	0.0	0.0	0.0
AL672167.2	0.0	0.0	0.0	0.0	0.0	0.0
AL672167.3	0.0	0.0	0.0	0.0	0.0	0.0
AL672207.1	0.0	0.0	0.0	0.0649078	0.161966	0.0
AL672212.1	0.0	0.0	0.0	0.0	0.0	0.0
AL672296.1	0.0	0.0	0.0	0.0	0.0	0.0
AL683813.2	0.0	0.0	0.0	0.0	0.0	0.0
AL683842.1	0.0	0.0	0.0	0.0	0.0	0.0
AL691432.1	0.313241	0.884707	0.436303	0.5043350000000001	0.594651	0.264808
AL691432.3	0.0	0.0	0.0	0.0	0.0	0.0
AL691442.1	0.160554	0.0	0.17247200000000001	0.232835	0.0	0.0
AL691447.1	0.0	0.0	0.0	0.0	0.0	0.0
AL691447.3	0.403998	0.0	0.0	0.0	0.0	0.0
AL691449.1	0.0	0.0	0.0	0.0	0.0	0.0
AL691477.1	0.0	0.0	0.0	0.0	0.0	0.0
AL691482.1	0.0	0.0	0.0	0.0	0.0	0.0
AL691482.2	0.0	0.0	0.0	0.0	0.0	0.0
AL691517.1	0.0	0.0	0.0	0.0	0.0	0.0
AL713866.2	0.0	0.0	0.0	0.0	0.0	0.0
AL713922.1	0.0	0.0	0.0	0.0	0.0	0.0
AL713922.2	0.268992	0.9226979999999999	0.7007720000000001	0.13308299999999998	0.31529	0.27228800000000003
AL713998.2	0.0	0.0	0.0	0.0	0.0	0.0
AL713999.1	0.680013	2.57647	1.25942	1.04326	0.38948699999999997	0.508759
AL714022.1	0.0	0.0	0.0	0.0	0.0	0.0
AL731534.1	0.0	0.0	0.0	0.0	0.0	0.0
AL731547.1	0.0	0.0	0.0	0.0	0.0	0.0
AL731556.1	0.0	0.0	0.0	0.0	0.0	0.0
AL731556.2	0.0	0.0	0.0	0.0	0.0	0.0
AL731563.1	0.0	4.699269999999999	0.0	1.4775200000000002	0.0	0.0
AL731768.1	0.0	0.0	0.0	0.0	0.0	0.0
AL731892.1	0.0	0.0	0.0	0.0	0.0	0.0
AL732292.1	0.0	0.0	0.0	0.0	0.0	0.0
AL732372.2	10.5336	8.8391	6.4699599999999995	9.43169	7.74597	11.1188
AL732372.3	0.484058	0.949507	0.636367	0.552028	0.770981	0.355257
AL732414.1	0.0	0.0	0.0	0.0	0.0	0.0
AL772155.2	0.0	0.0	0.0	0.0	0.0	0.0
AL772155.3	0.0	0.0	0.0	0.0	0.0	0.0
AL772161.1	0.175235	0.0	0.0	0.0	0.0	0.0
AL772161.2	0.175235	0.0	0.0	0.0	0.0	0.0
AL772284.1	0.0	0.0	0.0	0.0	0.0	0.0
AL772284.2	0.0	0.0	0.0	0.0	0.0	0.0
AL772337.4	0.0	0.0	0.0	0.0	0.0	0.0
AL773524.1	0.0	0.0	0.0	0.0	0.0	0.0
AL773535.1	0.0	0.0	0.0	0.0	0.0	0.0
AL773545.2	0.0	0.0	0.0	0.0	0.0	0.0
AL773545.3	1.96632	1.65366	1.18405	1.22253	2.25905	1.2221899999999999
AL773545.4	0.0	0.0	0.0	0.0	0.0	0.0
AL773604.1	0.0	0.0	0.0	0.0	0.0	0.0
AL805913.1	0.0	0.0	0.0	0.0	0.0	0.0
AL807752.1	0.194839	0.16306400000000001	0.122646	0.0	0.134891	0.0
AL807752.6	0.0	0.144014	0.0	0.0	0.0	0.0
AL807752.7	0.0	0.0	0.0	0.0	0.0	0.0
AL807761.1	0.0	0.0	0.0	0.0	0.0	0.0
AL807761.2	0.0	0.0	0.0	0.0	0.0	0.13230999999999998
AL831737.1	0.0	0.0	0.0	0.0	0.0	0.0
AL844220.1	0.0552048	0.0	0.0288204	0.018258700000000003	0.0759437	0.0
AL844539.2	0.0	0.0	0.0	0.0	0.0	0.023922799999999998
AL844851.1	0.0	0.0	0.0	0.0	0.0	0.0
AL844851.2	0.0	0.0	0.0	0.0	0.0	0.0
AL844851.3	0.0	0.0	0.20585599999999998	0.0	0.0	0.0
AL844853.2	0.0	0.0	0.0	0.0	0.0	0.0
AL845321.1	0.0	0.0	0.0	0.200527	0.13652999999999998	0.0
AL845331.1	0.0	0.0	0.0	0.0	0.0	0.0
AL845331.2	0.0	0.0	0.0	0.0	0.0	0.0
AL845331.3	0.0	0.038770599999999995	0.0	0.0	0.0	0.0346894
AL845443.1	0.0	0.0	0.0	0.0	0.0	0.0
AL845443.2	0.0	0.0	0.0	0.0	0.0	0.0
AL845450.1	0.0552048	0.0	0.0288204	0.018258700000000003	0.0	0.0
AL845454.1	0.0	0.0	0.0	0.0	0.0	0.0
AL845454.2	0.0	0.0	0.0	0.0	0.0	0.0
AL845454.3	0.09736689999999999	0.0	0.0	0.0	0.0	0.0932531
AL845464.1	3.46794e-08	0.049906599999999995	8.08383e-09	0.0	1.65188e-09	0.0805442
AL845552.1	0.0	1.1961	1.4592	0.694964	0.0	0.717703
AL928654.1	0.0	0.656854	1.7565400000000002	2.7928599999999997	2.62043	1.72285
AL928654.4	0.0	0.2889	0.0	0.445887	0.0	0.0
AL928711.1	0.504537	0.0	0.549397	0.0	0.0	0.059729599999999994
AL929288.2	0.407488	1.89127	2.10331	3.21317	2.3509	2.87921
AL929302.1	0.0999173	0.0	0.0	0.0	0.0	0.0
AL929325.1	0.0	0.0	0.0	0.0	0.0	0.0
AL929410.1	0.0	0.0	0.0	0.0	0.0	0.0
AL929410.2	0.0	0.0	0.0	0.0	0.0	0.0
AL929472.1	0.0	0.0	0.0	0.0	0.0	0.0
AL929472.4	0.142458	0.0	0.0	0.140915	0.166844	0.288358
AL929554.1	0.0536057	0.265947	0.0	0.0	0.0705224	0.360518
AL929561.2	0.0	0.0	0.0	0.0	0.0	0.0
AL929561.3	0.0	0.0	0.0	0.0	0.0	0.0
AL929561.4	0.0	0.0	0.0	0.0	0.0	0.0
AL929561.5	0.0	0.0	0.0	0.0	0.0	0.0
AL929561.7	0.0	0.0	0.0	0.0	0.0	0.0
AL929601.4	0.0	0.0	0.0	0.0	0.0	0.0
AL935156.1	0.0	0.0	0.0	0.0	0.0	0.0
AL935156.2	0.0	0.0	0.0	0.0	0.0	0.0
AL935156.3	0.0	0.0	0.0	0.0	0.0	0.0
AL935212.3	0.0	0.0	0.0	0.0	0.0	0.0
AL935212.4	0.0	0.0	0.0	0.0	0.0	0.0
AL953862.1	0.0	0.0	0.0	0.0	0.0	0.0
AL953862.2	0.0	0.0	0.0	0.0	0.0	0.0
AL954705.1	1.2416	0.476296	0.430454	1.0205600000000001	1.92723	0.6274770000000001
AL954722.1	0.0	0.0	0.0	0.0	0.0	0.0
ALAD	19.0367	17.159000000000002	18.674	19.6011	20.9875	19.4096
ALAS1	46.1868	49.7071	41.7313	38.7689	37.7496	40.1179
ALAS2	0.0394221	0.0	0.0	0.0	0.0730336	0.0
ALB	0.0	0.0	0.0	0.0	0.0	0.0
ALCAM	12.0355	12.6315	10.9813	11.7903	10.1877	11.8614
ALDH16A1	10.9485	14.2349	10.229	12.8371	18.8599	12.1504
ALDH18A1	52.9548	53.6637	54.979	52.0833	50.9769	48.816
ALDH1A1	1.34196	1.3727	1.47112	1.7886900000000001	1.35465	1.8591799999999998
ALDH1A2	2.17991	2.57978	2.06129	2.0869299999999997	1.38519	1.60226
ALDH1A3	0.0	0.07209299999999999	0.613579	0.17251	0.6411819999999999	0.215304
ALDH1B1	89.8358	89.6138	91.2161	72.0886	72.4011	77.1639
ALDH1L1	0.19128199999999998	0.0200262	0.015149600000000001	0.013800799999999998	0.0	0.244617
ALDH1L2	0.207812	0.11340499999999999	0.161297	0.228769	0.133964	0.147031
ALDH2	0.15693	0.19614700000000002	0.154631	0.122109	0.111943	0.12018399999999999
ALDH3A1	0.0	0.05569119999999999	0.0512597	0.0	0.137849	0.12443599999999999
ALDH3A2	8.11994	8.34319	7.83343	7.60162	7.19532	8.09928
ALDH3B1	6.437869999999999	5.56251	6.84283	5.56514	6.25393	6.147419999999999
ALDH3B2	0.0	0.236492	0.028446199999999998	0.0	0.06438250000000001	0.0
ALDH4A1	4.57304	7.91207	4.56804	5.32599	4.18244	6.52096
ALDH5A1	0.23493200000000003	0.290279	0.334169	0.352606	0.583555	0.5257069999999999
ALDH6A1	0.760023	1.0771899999999999	1.07439	1.17021	1.07023	1.41888
ALDH7A1	32.165	32.0961	32.8055	34.753	35.7786	34.7937
ALDH7A1P1	0.0	0.0	0.0	0.0	0.0	0.0
ALDH7A1P2	0.0	0.0	0.0	0.0	0.0	0.0
ALDH7A1P3	0.0	0.0	0.0	0.0	0.0	0.0
ALDH7A1P4	0.0	0.0	0.0	0.0	0.0	0.0
ALDH8A1	0.81226	0.05955	0.561847	0.04376819999999999	0.313999	0.09256619999999999
ALDH9A1	60.658	62.2843	59.1507	62.9963	59.9441	62.3526
ALDOA	593.307	597.719	608.618	621.254	668.887	587.275
ALDOAP1	0.0	0.169132	0.15522	0.147497	0.0	0.30139499999999997
ALDOAP2	0.0	0.0	0.0	0.0	0.0	0.0
ALDOB	0.0	0.0	0.0	0.0	0.0	0.0
ALDOC	4.46581	4.280469999999999	4.02543	4.6882	3.78221	3.92783
ALG1	27.8267	28.6366	27.6846	27.1689	29.6302	25.2191
ALG10	3.48092	3.83713	5.78961	2.86711	2.8310400000000002	3.4076699999999995
ALG10B	2.06728	2.51215	4.0697	3.10467	3.4805300000000003	3.4186400000000003
ALG11	9.837489999999999	11.6709	9.72141	9.95598	10.7667	9.72129
ALG12	9.82593	9.62518	10.4506	9.42944	9.80279	12.5047
ALG13	10.1206	10.6567	7.36637	11.6812	9.74249	8.44678
ALG14	8.83382	7.759239999999999	5.547219999999999	7.40393	10.0422	3.18838
ALG1L	0.0	0.38159499999999996	0.0	0.148087	0.0	0.140854
ALG1L10P	0.0	0.85972	0.0	0.0	0.0	0.0
ALG1L11P	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L12P	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L13P	0.5720270000000001	0.657187	0.39674899999999996	0.210531	0.667104	0.7405430000000001
ALG1L14P	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L15P	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L2	0.0	0.0	0.0	0.38974200000000003	0.230143	0.199628
ALG1L3P	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L5P	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L6P	1.35286	0.42133699999999996	0.38574	0.732572	0.5770350000000001	0.99911
ALG1L7P	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L8P	0.0	0.13986800000000002	0.0	0.0	0.287356	0.0
ALG1L9P	0.43708100000000005	0.0	0.23584699999999997	0.694695	0.799856	0.6934640000000001
ALG2	24.7452	25.546999999999997	22.5688	23.7754	23.131999999999998	24.6636
ALG3	56.0185	59.6813	60.3697	58.5564	56.203	56.7691
ALG3P1	0.0	0.0	0.0	0.0	0.0	0.0
ALG5	67.1422	72.169	67.8026	67.7378	63.5228	66.9534
ALG6	16.9145	15.1129	15.0078	11.2065	14.2498	14.1384
ALG8	79.1312	89.7179	86.2098	73.2854	79.4729	79.4986
ALG9	7.0182899999999995	7.38492	6.9098	5.54865	7.42479	5.2488
ALK	0.0	0.0	0.0422474	0.0262933	0.0	0.0211392
ALKAL1	0.0	0.0	0.0	0.0	0.0	0.0
ALKAL2	0.0	0.0	0.13083399999999998	0.557559	0.0	0.0
ALKBH1	6.3764	7.79385	7.73913	7.556080000000001	6.10684	8.99793
ALKBH2	36.92	34.4231	36.1778	26.7535	28.8845	30.9832
ALKBH3	13.9274	15.409	13.7613	13.0901	13.9611	12.9135
ALKBH4	8.55299	10.8828	9.13189	8.97058	8.982339999999999	9.88044
ALKBH5	39.5689	41.505	38.3637	38.4433	37.6398	37.8561
ALKBH6	10.3084	11.1576	9.57061	9.17782	8.75332	8.27557
ALKBH7	35.4616	39.37	36.525999999999996	39.5375	42.1921	37.1321
ALKBH8	4.0332300000000005	4.2853900000000005	3.9168300000000005	4.14332	3.26527	3.78085
ALLC	0.0	0.0	0.0	0.0	0.0	0.0
ALMS1	2.37092	2.19113	2.4627	2.0124	1.98812	1.98837
ALMS1P1	0.045163199999999994	0.0	0.0943744	0.182857	0.0	0.0
ALOX12	1.7567700000000002	1.7697200000000002	2.2515099999999997	2.8846	3.17415	3.139
ALOX12B	0.0	0.0	0.0	0.0	0.0	0.0
ALOX12P1	0.0	0.0	0.0	0.0	0.0	0.0
ALOX12P2	0.014890299999999999	0.287563	0.0	0.490422	0.0176178	0.0364058
ALOX15	0.0	0.0	0.0	0.0	0.0	0.275519
ALOX15B	0.0	0.0	0.027701599999999996	0.0258964	0.0334592	0.0527178
ALOX15P2	0.0	0.0	0.0	0.0	0.0	0.0
ALOX5	0.12208	0.020347999999999998	0.0	0.0	0.0	0.0
ALOX5AP	0.0	0.107912	0.0	0.18773099999999998	0.0	0.0
ALOXE3	0.0	0.024472	0.0	0.0	0.0	0.0
ALPI	0.0	0.0	0.0	0.0	0.0	0.0
ALPK1	0.596374	0.390536	0.489633	0.72693	0.540567	0.875352
ALPK2	0.030740499999999997	0.0348385	0.0251205	0.0	0.028432799999999998	0.031182400000000002
ALPK3	0.00565011	0.0127807	0.00591135	0.0	0.00669765	0.0
ALPL	0.0	0.0789029	0.144331	0.0951201	0.100896	0.140207
ALPP	0.0890604	0.0504319	0.0	0.044283499999999996	0.026360200000000004	0.0225986
ALPPL2	0.0	0.0	0.0	0.0	0.0	0.0
ALS2	14.6779	14.7783	15.1544	14.6992	14.4038	14.4906
ALS2CL	0.050564099999999994	0.0461654	0.10541500000000001	0.039870300000000004	0.0890185	0.156108
ALS2CR12	0.36581199999999997	0.510653	0.453822	0.408744	0.23121799999999998	0.49915299999999996
ALX1	29.669	28.9762	30.2442	30.4207	29.4096	28.4736
ALX3	0.756708	0.9438840000000001	1.46302	1.1275600000000001	1.07328	1.07444
ALX4	0.0	0.0	0.0	0.0	0.0	0.0
ALYREF	496.57	519.876	512.4730000000001	472.659	495.45300000000003	480.582
AMACR	11.2027	10.0766	9.01685	8.04407	9.900689999999999	11.4137
AMBN	0.0	0.0	0.0	0.0	0.0	0.0701962
AMBP	0.0	0.0	0.0	0.0	0.0	0.0
AMBRA1	3.5349699999999995	3.26297	5.48907	5.0025900000000005	4.15262	3.91951
AMD1	77.1892	82.4815	73.0485	55.1103	51.3243	61.9997
AMD1P1	0.0	0.0	0.0	0.0	0.0	0.0
AMD1P2	0.0	0.0	0.0	0.0	0.0	0.0
AMD1P3	0.331875	0.8498549999999999	0.779174	0.411289	1.3692	0.420778
AMD1P4	0.0	0.254027	0.0610144	0.277468	0.131946	0.0
AMDHD1	1.47002	1.23272	1.50458	1.47915	1.27712	1.25094
AMDHD2	37.9364	35.9874	38.6947	40.0662	43.5017	33.7174
AMELX	0.0	0.0	0.0	0.0	0.0	0.0
AMELY	0.0	0.0	0.0	0.0	0.0	0.0
AMER1	1.9578099999999998	1.44966	1.57851	1.03237	1.15547	1.17998
AMER2	0.012407399999999999	0.0430545	0.00643193	0.00612058	0.0	0.012487200000000002
AMER3	0.0	0.0	0.0109214	0.0304457	0.0	0.0
AMFR	25.7374	24.2904	23.7578	24.6553	25.2202	25.9661
AMH	3.04334	3.06075	1.8415700000000002	2.6046	4.499969999999999	5.43021
AMHR2	0.0	0.0	0.0	0.0	0.0	0.0
AMIGO1	1.9780799999999998	1.5939	2.0869999999999997	1.45676	1.85877	1.63665
AMIGO2	0.0930192	0.100103	0.340414	0.0660032	0.0611681	0.04718630000000001
AMIGO3	0.0	0.0	0.638919	0.7899609999999999	0.546136	0.0
AMMECR1	10.5248	10.5731	9.63797	8.66639	8.71365	10.148
AMMECR1L	23.101999999999997	21.3711	21.3613	22.3528	21.5306	21.1599
AMMECR1LP1	0.0	0.0	0.0	0.0	0.0	0.0
AMN	1.76692	1.6680700000000002	3.4352699999999996	1.63192	2.56098	1.9368400000000001
AMN1	3.9144400000000004	4.3583300000000005	4.39928	3.48907	4.30431	3.8118
AMOT	2.77714	2.07631	2.16594	1.88905	2.3724	2.5191
AMOTL1	3.36881	2.64095	2.42595	2.7005	2.19486	2.17473
AMOTL2	10.0651	8.481	11.0121	4.23492	5.1287400000000005	3.50241
AMPD1	0.113061	0.350601	0.0	0.333082	0.0	0.0
AMPD2	12.7326	15.5251	15.5552	15.2205	14.7127	14.4725
AMPD3	0.0	0.0	0.05624590000000001	0.030207799999999996	0.0359545	0.216459
AMPH	0.0209181	0.0	0.0	0.0	0.0	0.0
AMT	0.63937	1.20328	0.287312	0.184952	0.265725	0.212617
AMTN	0.0	0.0	0.08174139999999999	0.0	0.0	0.0
AMY1A	0.0	0.0	0.0	0.0	0.0	0.0
AMY1B	0.0	0.0	0.0	0.0	0.0	0.0
AMY1C	0.0	0.0	0.0	0.0	0.0	0.0
AMY2A	0.0	0.0	0.0	0.0	0.0	0.0
AMY2B	0.301794	0.356488	0.321988	0.315535	0.48684399999999994	0.544197
AMYH02020865.1	0.0	0.0	0.645844	0.0	0.0	0.252354
AMYP1	0.0	0.0	0.0	0.0	0.0	0.0
AMZ1	0.106084	0.012974200000000002	0.0	0.0	0.0	0.0232718
AMZ2	38.6694	61.8264	49.5551	57.0337	51.4457	52.6963
AMZ2P1	8.16495	8.60391	8.45887	9.19663	9.46931	10.4173
AMZ2P2	0.0	0.0	0.0	0.0	0.0	0.0
ANAPC1	21.0897	19.0962	19.5457	19.1358	18.4195	19.761
ANAPC10	8.16135	5.80178	5.06184	5.25215	5.01124	4.948919999999999
ANAPC10P1	0.0	0.0	0.0	0.0	0.0	0.0
ANAPC11	135.093	134.162	149.58	149.391	141.672	143.701
ANAPC13	38.1409	38.4673	40.4095	29.7019	31.3134	34.0376
ANAPC15	57.3354	56.0605	57.7964	54.6362	64.4182	59.9775
ANAPC16	24.8091	26.2548	26.9687	30.0629	22.142	25.4724
ANAPC1P1	0.0	0.046120999999999995	0.0	0.0406853	0.0973518	0.0
ANAPC2	21.5384	20.0638	23.2818	22.1137	23.088	20.8676
ANAPC4	8.26671	8.37321	8.29224	8.94232	7.47775	10.5395
ANAPC5	86.2752	88.37700000000001	83.6134	84.9286	83.0292	85.0349
ANAPC7	37.1214	35.0023	37.4278	36.4055	36.6254	32.5297
ANG	4.84532	4.37792	5.01489	5.02148	3.67394	5.1129
ANGEL1	8.07623	7.2526399999999995	6.57655	6.661239999999999	6.73755	6.45921
ANGEL2	14.5225	12.1602	13.5559	15.9227	14.7784	16.8323
ANGPT1	0.0	0.0	0.0	0.0459507	0.0	0.0454085
ANGPT2	0.037637800000000006	0.0252017	0.036680000000000004	0.0623548	0.0268192	0.0673637
ANGPT4	0.0136569	0.0365839	0.0	0.0	0.0	0.0
ANGPTL1	0.05681130000000001	0.0221237	0.0622659	0.0	0.0	0.06042130000000001
ANGPTL2	0.0	0.0	0.0	0.025929300000000002	0.0	0.0
ANGPTL3	0.0	0.0	0.0	0.123476	0.14633	0.12629
ANGPTL4	0.423862	0.115587	0.117151	0.0742385	0.129874	0.34082199999999996
ANGPTL5	0.0	0.0	0.0	0.0	0.0	0.0
ANGPTL6	1.82033	2.54704	1.29159	1.8128400000000002	2.02925	1.8483599999999998
ANGPTL7	0.0	0.0	0.0	0.0	0.0	0.0
ANGPTL8	1.73253	1.2364700000000002	0.643111	1.8448799999999999	0.821894	0.35788000000000003
ANHX	0.0	0.0	0.0	0.0	0.0	0.0
ANK1	0.0	0.0	0.0	0.09566569999999999	0.0	0.0
ANK2	10.7186	9.42837	10.1397	12.3959	11.0396	11.9117
ANK3	0.630713	0.330112	0.335131	0.230208	0.12656099999999998	0.22111199999999998
ANKAR	0.320233	0.159936	0.479095	0.322664	0.310752	0.229238
ANKDD1A	1.8137900000000002	2.16548	2.04027	1.63263	1.25583	2.68764
ANKDD1B	0.0	0.0441286	0.0406647	0.0519938	0.0	0.0
ANKEF1	0.30687800000000004	0.48238500000000006	0.577566	0.627728	0.42489099999999996	0.485023
ANKFN1	0.0400786	0.045455800000000005	0.0	0.0	0.0	0.0
ANKFY1	17.9783	17.1699	17.1683	16.0104	15.4886	14.809000000000001
ANKH	11.8717	11.4814	13.5137	12.9289	12.7894	11.9515
ANKHD1	16.3382	15.0201	15.4	15.3558	16.9608	17.8252
ANKHD1-EIF4EBP3	3.0459400000000003	4.1437800000000005	3.10664	5.05865	4.605580000000001	4.09525
ANKIB1	19.8012	18.4852	19.227	19.4544	17.3519	20.0523
